"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-36.2077370545666,0.401917019701156,-80.295859186449,1.26302329960911,-11.3039763278895,0.0109150268102719,0.309538870188489,2.23269219890504,22.3636950780121
"2 Global fit",-36.338324077018,3.47484508272827,-80.7008183159768,10.9080820997433,-11.3089652763178,0.0971693115664133,0.309538870188489,2.23269219890504,22.3636950780121
