"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-68.6936914751746,1.17989392510596,-181.642380348545,3.69404422146871,-12.3573072100733,0.0358874403152291,0.266378702406378,0.946477950386229,0.178300738937332
"2 Global fit",-69.6734906790885,3.21981965574645,-184.675520086064,10.0612325024036,-12.3963781243958,0.102831734152269,0.266378702406378,0.946477950386229,0.178300738937332
