"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-65.0167430842678,0.261052810632566,-177.525816604076,0.84610501824309,-9.95711106451361,0.00268681602188962,0.495927024100862,0.721502639060416,0.14823918204971
"2 Global fit",-65.3137848993849,5.46110223592109,-178.482356306615,17.6451981663114,-9.95748209088833,0.0444000171252641,0.495927024100862,0.721502639060416,0.14823918204971
