"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-53.9422017270761,0.962009143181023,-135.305909672229,2.99179023318742,-11.9770738422342,0.0347780488789356,0.419538447087276,1.01390174817056,8.96425141703481
"2 Global fit",-53.6933334098746,7.22309551998001,-134.523215700231,22.4696381048283,-11.9709580604481,0.258787227802055,0.419538447087276,1.01390174817056,8.96425141703481
