"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-60.890062800785,0.656462556446027,-160.404010835194,2.08447913129344,-11.1407588402496,0.0110543549829181,0.201195186862329,0.988159794687831,1.82753012344361
"2 Global fit",-61.0674735941241,3.67015645682701,-160.960496261847,11.6468183712596,-11.1455756785123,0.0632143132787048,0.201195186862329,0.988159794687831,1.82753012344361
