"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-52.4829464790254,0.232256810898483,-127.832283142203,0.712358263386817,-12.8357638624711,0.0114465166712472,0.588387246861507,0.681851547983874,2.30425843686107
"2 Global fit",-52.5795451048327,10.7036953258157,-128.126486754952,32.806575392048,-12.8411152377843,0.53396335992685,0.588387246861507,0.681851547983874,2.30425843686107
