"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-46.8579915738175,0.145432008024238,-112.531272027957,0.45534670331355,-11.9564175543467,0.00449714787426106,0.321924846904531,1.11289986610335,1.43337678451528
"2 Global fit",-46.9719281741555,3.05423630887141,-112.887812238614,9.55012766201599,-11.9597732083494,0.0972693804557407,0.321924846904531,1.11289986610335,1.43337678451528
