"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-68.631442579371,0.436362738268311,-180.793515508651,1.35605254866265,-12.5583337443629,0.0160475747106761,0.481179270913521,0.616504685489162,0.622811357806127
"2 Global fit",-68.8179241001688,10.0748010452999,-181.368754375952,31.2814638183677,-12.5664049304672,0.378165955371012,0.481179270913521,0.616504685489162,0.622811357806127
