"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-50.1155328119146,1.0033261626784,-130.663290149609,3.26692221155063,-9.59031337201335,0.0133519936231547,0.231227238190047,1.12092883275598,12.864126309804
"2 Global fit",-50.2612285778655,2.83417988756163,-131.12437439951,9.22271788155962,-9.59300385785763,0.0355076853950555,0.231227238190047,1.12092883275598,12.864126309804
