"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-51.6150485405048,0.273722587859333,-129.864098762591,0.865975578436981,-11.3376983092872,0.00585694211254563,0.356819802050174,1.25363682265237,0
"2 Global fit",-51.6847842142882,3.89546170875127,-130.076724011945,12.3157351678254,-11.3414882619834,0.0841335922049652,0.356819802050174,1.25363682265237,0
