"Method","H","SE.H","S","SE.S","G","SE.G","K_error","R","Kd.opt"
"1 VH plot",-52.5514552784467,0.172737207899431,-128.987456797737,0.534864388873095,-12.5459955526286,0.00701149075645608,0.270023916577514,0.90684290296712,0.0367146807939918
"2 Global fit",-52.6367286897901,3.88456624257845,-129.249029916181,12.0130616957901,-12.5501420612867,0.161888573785332,0.270023916577514,0.90684290296712,0.0367146807939918
